,arena,card_name,outcome,evo,count
1440,Arena 12,Lightning,Lost,1,26
1441,Arena 12,Lightning,Won,0,160
1442,Arena 12,Lightning,Won,1,39
1443,Arena 12,Little Prince,Lost,0,44
1444,Arena 12,Little Prince,Lost,1,56
1445,Arena 12,Little Prince,Won,0,62
1446,Arena 12,Little Prince,Won,1,88
1447,Arena 12,Lumberjack,Lost,0,1
1448,Arena 12,Lumberjack,Lost,1,2
1449,Arena 12,Lumberjack,Won,1,3
1450,Arena 12,Mega Knight,Lost,0,11
1451,Arena 12,Mega Knight,Lost,1,5
1452,Arena 12,Mega Knight,Won,0,19
1453,Arena 12,Mega Knight,Won,1,10
1454,Arena 12,Mighty Miner,Lost,0,1
1455,Arena 12,Mighty Miner,Won,1,2
1456,Arena 12,Miner,Lost,0,10
1457,Arena 12,Miner,Lost,1,46
1458,Arena 12,Miner,Won,0,13
1459,Arena 12,Miner,Won,1,74
1460,Arena 12,Minion Horde,Lost,0,179
1461,Arena 12,Minion Horde,Lost,1,64
1462,Arena 12,Minion Horde,Won,0,283
1463,Arena 12,Minion Horde,Won,1,92
1464,Arena 12,Minions,Lost,0,1341
1465,Arena 12,Minions,Lost,1,78
1466,Arena 12,Minions,Won,0,1508
1467,Arena 12,Minions,Won,1,158
1468,Arena 12,Mirror,Lost,0,14
1469,Arena 12,Mirror,Won,0,26
1470,Arena 12,Mirror,Won,1,3
1471,Arena 12,Monk,Lost,0,10
1472,Arena 12,Monk,Lost,1,3
1473,Arena 12,Monk,Won,0,19
1474,Arena 12,Monk,Won,1,8
1475,Arena 12,Mortar,Lost,0,6
1476,Arena 12,Mortar,Lost,1,4
1477,Arena 12,Mortar,Won,0,7
1478,Arena 12,Mortar,Won,1,1
1479,Arena 12,Mother Witch,Lost,0,2
1480,Arena 12,Mother Witch,Won,0,13
1481,Arena 12,Musketeer,Lost,0,247
1482,Arena 12,Musketeer,Lost,1,83
1483,Arena 12,Musketeer,Won,0,359
1484,Arena 12,Musketeer,Won,1,121
1485,Arena 12,P.E.K.K.A,Lost,0,731
1486,Arena 12,P.E.K.K.A,Lost,1,132
1487,Arena 12,P.E.K.K.A,Won,0,684
1488,Arena 12,P.E.K.K.A,Won,1,211
1489,Arena 12,Phoenix,Lost,0,21
1490,Arena 12,Phoenix,Lost,1,12
1491,Arena 12,Phoenix,Won,0,26
1492,Arena 12,Phoenix,Won,1,12
1493,Arena 12,Poison,Lost,0,182
1494,Arena 12,Poison,Lost,1,59
1495,Arena 12,Poison,Won,0,164
1496,Arena 12,Poison,Won,1,68
1497,Arena 12,Prince,Lost,0,434
1498,Arena 12,Prince,Lost,1,245
1499,Arena 12,Prince,Won,0,375
1500,Arena 12,Prince,Won,1,291
1501,Arena 12,Princess,Won,0,1
1502,Arena 12,Princess,Won,1,1
1503,Arena 12,Ram Rider,Lost,0,986
1504,Arena 12,Ram Rider,Lost,1,63
1505,Arena 12,Ram Rider,Won,0,1434
1506,Arena 12,Ram Rider,Won,1,83
1507,Arena 12,Rascals,Lost,0,1
1508,Arena 12,Rascals,Lost,1,2
1509,Arena 12,Rascals,Won,0,2
1510,Arena 12,Rascals,Won,1,2
1511,Arena 12,Rocket,Lost,0,1141
1512,Arena 12,Rocket,Lost,1,32
1513,Arena 12,Rocket,Won,0,260
1514,Arena 12,Rocket,Won,1,43
1515,Arena 12,Royal Delivery,Lost,0,1
1516,Arena 12,Royal Delivery,Won,0,1
1517,Arena 12,Royal Ghost,Lost,0,72
1518,Arena 12,Royal Ghost,Lost,1,57
1519,Arena 12,Royal Ghost,Won,0,113
1520,Arena 12,Royal Ghost,Won,1,77
1521,Arena 12,Royal Giant,Lost,0,39
1522,Arena 12,Royal Giant,Lost,1,14
1523,Arena 12,Royal Giant,Won,0,56
1524,Arena 12,Royal Giant,Won,1,12
1525,Arena 12,Royal Hogs,Won,0,1
1526,Arena 12,Royal Recruits,Lost,0,50
1527,Arena 12,Royal Recruits,Lost,1,1
1528,Arena 12,Royal Recruits,Won,0,51
1529,Arena 12,Royal Recruits,Won,1,2
1530,Arena 12,Rune Giant,Lost,0,19
1531,Arena 12,Rune Giant,Lost,1,3
1532,Arena 12,Rune Giant,Won,0,13
1533,Arena 12,Rune Giant,Won,1,4
1534,Arena 12,Skeleton Army,Lost,0,76
1535,Arena 12,Skeleton Army,Lost,1,392
1536,Arena 12,Skeleton Army,Won,0,146
1537,Arena 12,Skeleton Army,Won,1,652
1538,Arena 12,Skeleton Barrel,Lost,0,72
1539,Arena 12,Skeleton Barrel,Lost,1,51
1540,Arena 12,Skeleton Barrel,Won,0,101
1541,Arena 12,Skeleton Barrel,Won,1,75
1542,Arena 12,Skeleton Dragons,Lost,0,134
1543,Arena 12,Skeleton Dragons,Lost,1,19
1544,Arena 12,Skeleton Dragons,Won,0,139
1545,Arena 12,Skeleton Dragons,Won,1,27
1546,Arena 12,Skeleton King,Lost,0,1
1547,Arena 12,Skeleton King,Won,0,1
1548,Arena 12,Skeletons,Lost,0,4057
1549,Arena 12,Skeletons,Lost,1,39
1550,Arena 12,Skeletons,Won,0,3471
1551,Arena 12,Skeletons,Won,1,52
1552,Arena 12,Sparky,Lost,0,2116
1553,Arena 12,Sparky,Lost,1,1
1554,Arena 12,Sparky,Won,0,2154
1555,Arena 12,Spear Goblins,Lost,0,336
1556,Arena 12,Spear Goblins,Lost,1,128
1557,Arena 12,Spear Goblins,Won,0,271
1558,Arena 12,Spear Goblins,Won,1,89
1559,Arena 12,Spirit Empress,Won,1,1
1560,Arena 12,Tesla,Lost,1,1
1561,Arena 12,Tesla,Won,1,6
1562,Arena 12,The Log,Lost,0,3
1563,Arena 12,The Log,Lost,1,80
1564,Arena 12,The Log,Won,0,14
1565,Arena 12,The Log,Won,1,120
1566,Arena 12,Three Musketeers,Lost,1,1
1567,Arena 12,Three Musketeers,Won,0,1
1568,Arena 12,Tornado,Lost,0,2
1569,Arena 12,Tornado,Lost,1,1
1570,Arena 12,Tornado,Won,0,2
1571,Arena 12,Valkyrie,Lost,0,767
1572,Arena 12,Valkyrie,Lost,1,612
1573,Arena 12,Valkyrie,Won,0,576
1574,Arena 12,Valkyrie,Won,1,533
1575,Arena 12,Vines,Lost,0,860
1576,Arena 12,Vines,Lost,1,186
1577,Arena 12,Vines,Won,0,1143
1578,Arena 12,Vines,Won,1,223
1579,Arena 12,Wall Breakers,Lost,0,381
1580,Arena 12,Wall Breakers,Lost,1,198
1581,Arena 12,Wall Breakers,Won,0,420
1582,Arena 12,Wall Breakers,Won,1,221
1583,Arena 12,X-Bow,Lost,0,133
1584,Arena 12,X-Bow,Lost,1,16
1585,Arena 12,X-Bow,Won,0,76
1586,Arena 12,X-Bow,Won,1,22
1587,Arena 12,Zap,Lost,0,1
1588,Arena 12,Zap,Lost,1,7
1589,Arena 12,Zap,Won,0,1
1590,Arena 12,Zap,Won,1,17
1591,Arena 15,Archer Queen,Lost,0,4
1592,Arena 15,Archer Queen,Lost,1,1
1593,Arena 15,Archer Queen,Won,0,5
1594,Arena 15,Archer Queen,Won,1,5
1595,Arena 15,Archers,Lost,0,189
1596,Arena 15,Archers,Lost,1,125
1597,Arena 15,Archers,Won,0,250
1598,Arena 15,Archers,Won,1,182
1599,Arena 15,Arrows,Lost,0,298
1600,Arena 15,Arrows,Lost,1,779
1601,Arena 15,Arrows,Won,0,393
1602,Arena 15,Arrows,Won,1,949
1603,Arena 15,Baby Dragon,Lost,0,1673
1604,Arena 15,Baby Dragon,Lost,1,1305
1605,Arena 15,Baby Dragon,Won,0,2154
1606,Arena 15,Baby Dragon,Won,1,1631
1607,Arena 15,Balloon,Lost,1,3
1608,Arena 15,Balloon,Won,1,4
1609,Arena 15,Bandit,Lost,0,232
1610,Arena 15,Bandit,Lost,1,289
1611,Arena 15,Bandit,Won,0,366
1612,Arena 15,Bandit,Won,1,375
1613,Arena 15,Barbarian Barrel,Lost,0,310
1614,Arena 15,Barbarian Barrel,Lost,1,371
1615,Arena 15,Barbarian Barrel,Won,0,366
1616,Arena 15,Barbarian Barrel,Won,1,403
1617,Arena 15,Barbarians,Lost,1,1
1618,Arena 15,Barbarians,Won,1,1
1619,Arena 15,Bats,Lost,0,3386
1620,Arena 15,Bats,Lost,1,542
1621,Arena 15,Bats,Won,0,2990
1622,Arena 15,Bats,Won,1,768
1623,Arena 15,Battle Healer,Lost,0,540
1624,Arena 15,Battle Healer,Lost,1,20
1625,Arena 15,Battle Healer,Won,0,235
1626,Arena 15,Battle Healer,Won,1,8
1627,Arena 15,Battle Ram,Lost,0,1167
1628,Arena 15,Battle Ram,Lost,1,264
1629,Arena 15,Battle Ram,Won,0,902
1630,Arena 15,Battle Ram,Won,1,344
1631,Arena 15,Bomb Tower,Lost,0,554
1632,Arena 15,Bomb Tower,Lost,1,62
1633,Arena 15,Bomb Tower,Won,0,420
1634,Arena 15,Bomb Tower,Won,1,87
1635,Arena 15,Boss Bandit,Lost,0,24
1636,Arena 15,Boss Bandit,Lost,1,82
1637,Arena 15,Boss Bandit,Won,0,39
1638,Arena 15,Boss Bandit,Won,1,137
1639,Arena 15,Bowler,Lost,0,1157
1640,Arena 15,Bowler,Lost,1,81
1641,Arena 15,Bowler,Won,0,717
1642,Arena 15,Bowler,Won,1,116
1643,Arena 15,Cannon,Lost,0,2907
1644,Arena 15,Cannon,Lost,1,974
1645,Arena 15,Cannon,Won,0,3692
1646,Arena 15,Cannon,Won,1,1173
1647,Arena 15,Clone,Lost,0,91
1648,Arena 15,Clone,Lost,1,182
1649,Arena 15,Clone,Won,0,79
1650,Arena 15,Clone,Won,1,176
1651,Arena 15,Dark Prince,Lost,1,1
1652,Arena 15,Dark Prince,Won,0,3
1653,Arena 15,Dart Goblin,Lost,0,1988
1654,Arena 15,Dart Goblin,Lost,1,1265
1655,Arena 15,Dart Goblin,Won,0,2600
1656,Arena 15,Dart Goblin,Won,1,1616
1657,Arena 15,Earthquake,Lost,0,87
1658,Arena 15,Earthquake,Lost,1,38
1659,Arena 15,Earthquake,Won,0,65
1660,Arena 15,Earthquake,Won,1,41
1661,Arena 15,Electro Spirit,Lost,0,736
1662,Arena 15,Electro Spirit,Lost,1,359
1663,Arena 15,Electro Spirit,Won,0,566
1664,Arena 15,Electro Spirit,Won,1,429
1665,Arena 15,Electro Wizard,Lost,0,227
1666,Arena 15,Electro Wizard,Lost,1,311
1667,Arena 15,Electro Wizard,Won,0,326
1668,Arena 15,Electro Wizard,Won,1,389
1669,Arena 15,Elite Barbarians,Lost,0,409
1670,Arena 15,Elite Barbarians,Lost,1,122
1671,Arena 15,Elite Barbarians,Won,0,325
1672,Arena 15,Elite Barbarians,Won,1,166
1673,Arena 15,Elixir Collector,Lost,0,2
1674,Arena 15,Elixir Collector,Lost,1,2
1675,Arena 15,Elixir Collector,Won,0,2
1676,Arena 15,Elixir Collector,Won,1,1
1677,Arena 15,Executioner,Lost,0,2356
1678,Arena 15,Executioner,Lost,1,608
1679,Arena 15,Executioner,Won,0,2915
1680,Arena 15,Executioner,Won,1,766
1681,Arena 15,Fire Spirit,Lost,0,68
1682,Arena 15,Fire Spirit,Lost,1,60
1683,Arena 15,Fire Spirit,Won,0,100
1684,Arena 15,Fire Spirit,Won,1,79
1685,Arena 15,Fireball,Lost,0,4
1686,Arena 15,Fireball,Lost,1,78
1687,Arena 15,Fireball,Won,0,5
1688,Arena 15,Fireball,Won,1,124
1689,Arena 15,Firecracker,Lost,1,4
1690,Arena 15,Firecracker,Won,1,2
1691,Arena 15,Fisherman,Lost,0,86
1692,Arena 15,Fisherman,Lost,1,49
1693,Arena 15,Fisherman,Won,0,103
1694,Arena 15,Fisherman,Won,1,65
1695,Arena 15,Furnace,Lost,0,51
1696,Arena 15,Furnace,Lost,1,93
1697,Arena 15,Furnace,Won,0,69
1698,Arena 15,Furnace,Won,1,116
1699,Arena 15,Giant Skeleton,Lost,0,1
1700,Arena 15,Giant Snowball,Lost,0,221
1701,Arena 15,Giant Snowball,Lost,1,486
1702,Arena 15,Giant Snowball,Won,0,285
1703,Arena 15,Giant Snowball,Won,1,515
1704,Arena 15,Goblin Barrel,Lost,0,2
1705,Arena 15,Goblin Barrel,Lost,1,7
1706,Arena 15,Goblin Barrel,Won,0,1
1707,Arena 15,Goblin Barrel,Won,1,6
1708,Arena 15,Goblin Cage,Lost,0,256
1709,Arena 15,Goblin Cage,Lost,1,131
1710,Arena 15,Goblin Cage,Won,0,210
1711,Arena 15,Goblin Cage,Won,1,141
1712,Arena 15,Goblin Curse,Lost,0,2137
1713,Arena 15,Goblin Curse,Lost,1,176
1714,Arena 15,Goblin Curse,Won,0,1701
1715,Arena 15,Goblin Curse,Won,1,206
1716,Arena 15,Goblin Gang,Lost,1,46
1717,Arena 15,Goblin Gang,Won,0,3
1718,Arena 15,Goblin Gang,Won,1,44
1719,Arena 15,Goblin Giant,Lost,0,33
1720,Arena 15,Goblin Giant,Lost,1,28
1721,Arena 15,Goblin Giant,Won,0,38
1722,Arena 15,Goblin Giant,Won,1,24
1723,Arena 15,Goblin Hut,Lost,0,1568
1724,Arena 15,Goblin Hut,Lost,1,65
1725,Arena 15,Goblin Hut,Won,0,1091
1726,Arena 15,Goblin Hut,Won,1,78
1727,Arena 15,Goblin Machine,Lost,0,27
1728,Arena 15,Goblin Machine,Lost,1,41
1729,Arena 15,Goblin Machine,Won,0,38
1730,Arena 15,Goblin Machine,Won,1,59
1731,Arena 15,Golden Knight,Lost,0,9
1732,Arena 15,Golden Knight,Lost,1,14
1733,Arena 15,Golden Knight,Won,0,21
1734,Arena 15,Golden Knight,Won,1,21
1735,Arena 15,Golem,Lost,1,1
1736,Arena 15,Golem,Won,1,4
1737,Arena 15,Graveyard,Lost,0,1127
1738,Arena 15,Graveyard,Lost,1,153
1739,Arena 15,Graveyard,Won,0,514
1740,Arena 15,Graveyard,Won,1,181
1741,Arena 15,Guards,Lost,0,1460
1742,Arena 15,Guards,Lost,1,629
1743,Arena 15,Guards,Won,0,1560
1744,Arena 15,Guards,Won,1,781
1745,Arena 15,Heal Spirit,Lost,0,91
1746,Arena 15,Heal Spirit,Lost,1,101
1747,Arena 15,Heal Spirit,Won,0,46
1748,Arena 15,Heal Spirit,Won,1,57
1749,Arena 15,Hog Rider,Lost,1,11
1750,Arena 15,Hog Rider,Won,1,13
1751,Arena 15,Hunter,Lost,0,599
1752,Arena 15,Hunter,Lost,1,1
1753,Arena 15,Hunter,Won,0,614
1754,Arena 15,Hunter,Won,1,1
1755,Arena 15,Ice Spirit,Lost,1,8
1756,Arena 15,Ice Spirit,Won,0,1
1757,Arena 15,Ice Spirit,Won,1,14
1758,Arena 15,Ice Wizard,Lost,0,4
1759,Arena 15,Ice Wizard,Lost,1,3
1760,Arena 15,Ice Wizard,Won,0,5
1761,Arena 15,Inferno Dragon,Lost,0,138
1762,Arena 15,Inferno Dragon,Lost,1,614
1763,Arena 15,Inferno Dragon,Won,0,153
1764,Arena 15,Inferno Dragon,Won,1,763
1765,Arena 15,Inferno Tower,Lost,0,2
1766,Arena 15,Inferno Tower,Lost,1,9
1767,Arena 15,Inferno Tower,Won,1,23
1768,Arena 15,Knight,Lost,0,621
1769,Arena 15,Knight,Lost,1,894
1770,Arena 15,Knight,Won,0,860
1771,Arena 15,Knight,Won,1,1332
1772,Arena 15,Lava Hound,Lost,0,6
1773,Arena 15,Lava Hound,Lost,1,10
1774,Arena 15,Lava Hound,Won,0,2
1775,Arena 15,Lava Hound,Won,1,13
1776,Arena 15,Lightning,Lost,0,837
1777,Arena 15,Lightning,Lost,1,25
1778,Arena 15,Lightning,Won,0,386
1779,Arena 15,Lightning,Won,1,30
1780,Arena 15,Little Prince,Lost,0,124
1781,Arena 15,Little Prince,Lost,1,114
1782,Arena 15,Little Prince,Won,0,175
1783,Arena 15,Little Prince,Won,1,188
1784,Arena 15,Lumberjack,Lost,0,156
1785,Arena 15,Lumberjack,Lost,1,89
1786,Arena 15,Lumberjack,Won,0,71
1787,Arena 15,Lumberjack,Won,1,43
1788,Arena 15,Mega Knight,Lost,0,4
1789,Arena 15,Mega Knight,Lost,1,6
1790,Arena 15,Mega Knight,Won,0,7
1791,Arena 15,Mega Knight,Won,1,7
1792,Arena 15,Mega Minion,Lost,0,1
1793,Arena 15,Mega Minion,Won,1,2
1794,Arena 15,Mighty Miner,Lost,0,16
1795,Arena 15,Mighty Miner,Lost,1,13
1796,Arena 15,Mighty Miner,Won,0,18
1797,Arena 15,Mighty Miner,Won,1,26
1798,Arena 15,Miner,Lost,0,9
1799,Arena 15,Miner,Lost,1,48
1800,Arena 15,Miner,Won,0,12
1801,Arena 15,Miner,Won,1,45
1802,Arena 15,Minion Horde,Lost,0,327
1803,Arena 15,Minion Horde,Lost,1,196
1804,Arena 15,Minion Horde,Won,0,396
1805,Arena 15,Minion Horde,Won,1,232
1806,Arena 15,Minions,Lost,0,2664
1807,Arena 15,Minions,Lost,1,233
1808,Arena 15,Minions,Won,0,2497
1809,Arena 15,Minions,Won,1,293
1810,Arena 15,Mirror,Lost,0,466
1811,Arena 15,Mirror,Lost,1,314
1812,Arena 15,Mirror,Won,0,506
1813,Arena 15,Mirror,Won,1,328
1814,Arena 15,Monk,Lost,0,100
1815,Arena 15,Monk,Lost,1,16
1816,Arena 15,Monk,Won,0,134
1817,Arena 15,Monk,Won,1,16
1818,Arena 15,Mortar,Lost,0,1
1819,Arena 15,Mortar,Lost,1,17
1820,Arena 15,Mortar,Won,0,4
1821,Arena 15,Mortar,Won,1,26
1822,Arena 15,Mother Witch,Lost,0,258
1823,Arena 15,Mother Witch,Lost,1,10
1824,Arena 15,Mother Witch,Won,0,299
1825,Arena 15,Mother Witch,Won,1,10
1826,Arena 15,Musketeer,Lost,0,207
1827,Arena 15,Musketeer,Lost,1,219
1828,Arena 15,Musketeer,Won,0,321
1829,Arena 15,Musketeer,Won,1,282
1830,Arena 15,P.E.K.K.A,Lost,0,987
1831,Arena 15,P.E.K.K.A,Lost,1,817
1832,Arena 15,P.E.K.K.A,Won,0,1081
1833,Arena 15,P.E.K.K.A,Won,1,739
1834,Arena 15,Phoenix,Lost,0,299
1835,Arena 15,Phoenix,Lost,1,12
1836,Arena 15,Phoenix,Won,0,173
1837,Arena 15,Phoenix,Won,1,7
1838,Arena 15,Poison,Lost,0,108
1839,Arena 15,Poison,Lost,1,111
1840,Arena 15,Poison,Won,0,135
1841,Arena 15,Poison,Won,1,140
1842,Arena 15,Prince,Lost,0,236
1843,Arena 15,Prince,Lost,1,476
1844,Arena 15,Prince,Won,0,315
1845,Arena 15,Prince,Won,1,627
1846,Arena 15,Princess,Lost,0,1
1847,Arena 15,Princess,Lost,1,2
1848,Arena 15,Princess,Won,1,3
1849,Arena 15,Rage,Lost,0,1
1850,Arena 15,Rage,Lost,1,15
1851,Arena 15,Rage,Won,1,12
1852,Arena 15,Ram Rider,Lost,0,1743
1853,Arena 15,Ram Rider,Lost,1,157
1854,Arena 15,Ram Rider,Won,0,1964
1855,Arena 15,Ram Rider,Won,1,200
1856,Arena 15,Rascals,Lost,0,10
1857,Arena 15,Rascals,Lost,1,7
1858,Arena 15,Rascals,Won,0,8
1859,Arena 15,Rascals,Won,1,4
1860,Arena 15,Rocket,Lost,0,813
1861,Arena 15,Rocket,Lost,1,82
1862,Arena 15,Rocket,Won,0,556
1863,Arena 15,Rocket,Won,1,81
1864,Arena 15,Royal Delivery,Lost,0,53
1865,Arena 15,Royal Delivery,Lost,1,82
1866,Arena 15,Royal Delivery,Won,0,79
1867,Arena 15,Royal Delivery,Won,1,77
1868,Arena 15,Royal Ghost,Lost,0,67
1869,Arena 15,Royal Ghost,Lost,1,74
1870,Arena 15,Royal Ghost,Won,0,83
1871,Arena 15,Royal Ghost,Won,1,92
1872,Arena 15,Royal Giant,Lost,0,36
1873,Arena 15,Royal Giant,Lost,1,36
1874,Arena 15,Royal Giant,Won,0,49
1875,Arena 15,Royal Giant,Won,1,54
1876,Arena 15,Royal Hogs,Lost,1,1
1877,Arena 15,Royal Hogs,Won,0,1
1878,Arena 15,Royal Recruits,Lost,0,18
1879,Arena 15,Royal Recruits,Lost,1,2
1880,Arena 15,Royal Recruits,Won,0,29
1881,Arena 15,Royal Recruits,Won,1,1
1882,Arena 15,Rune Giant,Lost,0,20
1883,Arena 15,Rune Giant,Lost,1,6
1884,Arena 15,Rune Giant,Won,0,22
1885,Arena 15,Rune Giant,Won,1,5
1886,Arena 15,Skeleton Army,Lost,0,162
1887,Arena 15,Skeleton Army,Lost,1,676
1888,Arena 15,Skeleton Army,Won,0,252
1889,Arena 15,Skeleton Army,Won,1,1004
1890,Arena 15,Skeleton Barrel,Lost,0,19
1891,Arena 15,Skeleton Barrel,Lost,1,98
1892,Arena 15,Skeleton Barrel,Won,0,33
1893,Arena 15,Skeleton Barrel,Won,1,124
1894,Arena 15,Skeleton Dragons,Lost,0,780
1895,Arena 15,Skeleton Dragons,Lost,1,76
1896,Arena 15,Skeleton Dragons,Won,0,414
1897,Arena 15,Skeleton Dragons,Won,1,89
1898,Arena 15,Skeleton King,Won,0,1
1899,Arena 15,Skeletons,Lost,0,5175
1900,Arena 15,Skeletons,Lost,1,91
1901,Arena 15,Skeletons,Won,0,5372
1902,Arena 15,Skeletons,Won,1,119
1903,Arena 15,Sparky,Lost,0,2564
1904,Arena 15,Sparky,Lost,1,2
1905,Arena 15,Sparky,Won,0,2349
1906,Arena 15,Sparky,Won,1,1
1907,Arena 15,Spear Goblins,Lost,0,155
1908,Arena 15,Spear Goblins,Lost,1,130
1909,Arena 15,Spear Goblins,Won,0,218
1910,Arena 15,Spear Goblins,Won,1,194
1911,Arena 15,Spirit Empress,Lost,0,38
1912,Arena 15,Spirit Empress,Lost,1,51
1913,Arena 15,Spirit Empress,Won,0,49
1914,Arena 15,Spirit Empress,Won,1,49
1915,Arena 15,Tesla,Lost,0,1
1916,Arena 15,Tesla,Lost,1,31
1917,Arena 15,Tesla,Won,0,1
1918,Arena 15,Tesla,Won,1,45
1919,Arena 15,The Log,Lost,0,30
1920,Arena 15,The Log,Lost,1,346
1921,Arena 15,The Log,Won,0,44
1922,Arena 15,The Log,Won,1,423
1923,Arena 15,Three Musketeers,Lost,1,2
1924,Arena 15,Three Musketeers,Won,0,1
1925,Arena 15,Tornado,Lost,0,91
1926,Arena 15,Tornado,Lost,1,97
1927,Arena 15,Tornado,Won,0,107
1928,Arena 15,Tornado,Won,1,77
1929,Arena 15,Valkyrie,Lost,0,389
1930,Arena 15,Valkyrie,Lost,1,1016
1931,Arena 15,Valkyrie,Won,0,481
1932,Arena 15,Valkyrie,Won,1,999
1933,Arena 15,Vines,Lost,0,1314
1934,Arena 15,Vines,Lost,1,514
1935,Arena 15,Vines,Won,0,1677
1936,Arena 15,Vines,Won,1,744
1937,Arena 15,Void,Lost,0,1
1938,Arena 15,Wall Breakers,Lost,0,779
1939,Arena 15,Wall Breakers,Lost,1,491
1940,Arena 15,Wall Breakers,Won,0,763
1941,Arena 15,Wall Breakers,Won,1,646
1942,Arena 15,Witch,Lost,1,2
1943,Arena 15,Witch,Won,1,1
1944,Arena 15,Wizard,Lost,1,1
1945,Arena 15,Wizard,Won,1,2
1946,Arena 15,X-Bow,Lost,0,47
1947,Arena 15,X-Bow,Lost,1,63
1948,Arena 15,X-Bow,Won,0,39
1949,Arena 15,X-Bow,Won,1,54
1950,Arena 15,Zap,Lost,1,28
1951,Arena 15,Zap,Won,0,1
1952,Arena 15,Zap,Won,1,46
1953,Arena 16,Archer Queen,Lost,0,7
1954,Arena 16,Archer Queen,Lost,1,10
1955,Arena 16,Archer Queen,Won,0,9
1956,Arena 16,Archer Queen,Won,1,10
1957,Arena 16,Archers,Lost,0,168
1958,Arena 16,Archers,Lost,1,164
1959,Arena 16,Archers,Won,0,246
1960,Arena 16,Archers,Won,1,177
1961,Arena 16,Arrows,Lost,0,301
1962,Arena 16,Arrows,Lost,1,928
1963,Arena 16,Arrows,Won,0,379
1964,Arena 16,Arrows,Won,1,1003
1965,Arena 16,Baby Dragon,Lost,0,1261
1966,Arena 16,Baby Dragon,Lost,1,1136
1967,Arena 16,Baby Dragon,Won,0,1667
1968,Arena 16,Baby Dragon,Won,1,1475
1969,Arena 16,Balloon,Lost,0,1
1970,Arena 16,Balloon,Lost,1,7
1971,Arena 16,Balloon,Won,1,8
1972,Arena 16,Bandit,Lost,0,254
1973,Arena 16,Bandit,Lost,1,267
1974,Arena 16,Bandit,Won,0,281
1975,Arena 16,Bandit,Won,1,396
1976,Arena 16,Barbarian Barrel,Lost,0,231
1977,Arena 16,Barbarian Barrel,Lost,1,282
1978,Arena 16,Barbarian Barrel,Won,0,308
1979,Arena 16,Barbarian Barrel,Won,1,336
1980,Arena 16,Bats,Lost,0,2568
1981,Arena 16,Bats,Lost,1,672
1982,Arena 16,Bats,Won,0,2322
1983,Arena 16,Bats,Won,1,806
1984,Arena 16,Battle Healer,Lost,0,605
1985,Arena 16,Battle Healer,Lost,1,24
1986,Arena 16,Battle Healer,Won,0,239
1987,Arena 16,Battle Healer,Won,1,22
1988,Arena 16,Battle Ram,Lost,0,1072
1989,Arena 16,Battle Ram,Lost,1,296
1990,Arena 16,Battle Ram,Won,0,770
1991,Arena 16,Battle Ram,Won,1,344
1992,Arena 16,Bomb Tower,Lost,0,580
1993,Arena 16,Bomb Tower,Lost,1,76
1994,Arena 16,Bomb Tower,Won,0,439
1995,Arena 16,Bomb Tower,Won,1,72
1996,Arena 16,Boss Bandit,Lost,0,51
1997,Arena 16,Boss Bandit,Lost,1,103
1998,Arena 16,Boss Bandit,Won,0,79
1999,Arena 16,Boss Bandit,Won,1,152
2000,Arena 16,Bowler,Lost,0,860
2001,Arena 16,Bowler,Lost,1,76
2002,Arena 16,Bowler,Won,0,576
2003,Arena 16,Bowler,Won,1,96
2004,Arena 16,Cannon,Lost,0,2740
2005,Arena 16,Cannon,Lost,1,744
2006,Arena 16,Cannon,Won,0,3250
2007,Arena 16,Cannon,Won,1,1001
2008,Arena 16,Clone,Lost,0,87
2009,Arena 16,Clone,Lost,1,143
2010,Arena 16,Clone,Won,0,84
2011,Arena 16,Clone,Won,1,166
2012,Arena 16,Dark Prince,Lost,0,2
2013,Arena 16,Dark Prince,Lost,1,1
2014,Arena 16,Dark Prince,Won,0,1
2015,Arena 16,Dart Goblin,Lost,0,1877
2016,Arena 16,Dart Goblin,Lost,1,1297
2017,Arena 16,Dart Goblin,Won,0,2336
2018,Arena 16,Dart Goblin,Won,1,1509
2019,Arena 16,Earthquake,Lost,0,59
2020,Arena 16,Earthquake,Lost,1,70
2021,Arena 16,Earthquake,Won,0,40
2022,Arena 16,Earthquake,Won,1,66
2023,Arena 16,Electro Giant,Won,1,1
2024,Arena 16,Electro Spirit,Lost,0,579
2025,Arena 16,Electro Spirit,Lost,1,332
2026,Arena 16,Electro Spirit,Won,0,489
2027,Arena 16,Electro Spirit,Won,1,368
2028,Arena 16,Electro Wizard,Lost,0,202
2029,Arena 16,Electro Wizard,Lost,1,376
2030,Arena 16,Electro Wizard,Won,0,296
2031,Arena 16,Electro Wizard,Won,1,494
2032,Arena 16,Elite Barbarians,Lost,0,320
2033,Arena 16,Elite Barbarians,Lost,1,152
2034,Arena 16,Elite Barbarians,Won,0,269
2035,Arena 16,Elite Barbarians,Won,1,154
2036,Arena 16,Elixir Collector,Lost,0,4
2037,Arena 16,Elixir Collector,Lost,1,1
2038,Arena 16,Executioner,Lost,0,1896
2039,Arena 16,Executioner,Lost,1,610
2040,Arena 16,Executioner,Won,0,2339
2041,Arena 16,Executioner,Won,1,763
2042,Arena 16,Fire Spirit,Lost,0,77
2043,Arena 16,Fire Spirit,Lost,1,67
2044,Arena 16,Fire Spirit,Won,0,102
2045,Arena 16,Fire Spirit,Won,1,79
